Publication Year;Title;Author;Venue;Included?;IC1;IC2;IC3;EC1;EC2;EC3;EC4;EC5;EC6;Source;Rationale;;
2020;The Efficacy of Web and Mobile-Based Interventions to Alleviate Physical Symptoms in People with Advanced Diseases: A Systematic Review and Meta-Analysis of Randomized Controlled Trials (GP750);"Kamalumpundi, Vijayvardhan; Saeidzadeh, Seyedehtanaz; Chi, Nai-Ching; Nair, Rajeshwari; Gilbertson-White, Stephanie";Journal of Pain and Symptom Management, Elsevier;No;;;;;;;VERO;;;OriginalStudy;Is only an abstract;;
2016;Performance Learning of Agile Methodology Using Paired Courses of Systems Analysis and Design and Web/Mobile Programming;Weber, Edward V;Proceedings of the EDSIG Conference ISSN;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments.;;
2013;Analysis and Improvement of Energy Consumption for Providing Mobile Web Services;Jansen, Marc;Not provided/Hochschule Ruhr West;No;;;;;VERO;;;;;OriginalStudy;Full text is not available.;;
2010;Determinants of actual use of mobile web browsing services in Korea: An empirical examination;"Kim, Byung Geun; Yun, Haejung; Lee, Choong C; Kettinger, William J";2010 Ninth International Conference on Mobile Business and 2010 Ninth Global Mobility Roundtable (ICMB-GMR), IEEE;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments during runtime.;;
2006;Realtime Adaptation Transcoding Service, supporting wireless mobile devices and RSS by using Web Structure Analysis;"Ryu, Dong-Yeop; Han, Seung-Hyun; Lim, Young-Whan";Journal of the Korea Society of Computer and Information, Korean Society of Computer Information;No;;;;VERO;;;;;;OriginalStudy;Not in English (written in Korean);;
2011;The development of an online database and mobile web application for the collection and analysis of hand hygiene compliance data;"Russo, PL; Heard, K; Cruickshank, M; Grayson, ML";BioMed Central, Issue 6, BMC Proceedings;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments.;;
2008;Analysis of the Important Mobile Devices Features to Improve Mobile Web Applications.;"Omari, Rami; Feisst, Makus; Christ, Andreas";International Journal of Interactive Mobile Technologies;No;;FALSO;;;;;;;;OriginalStudy;"Again, doesn;t not report measurement-based experiments";;
2013;A web-based telehealthcare system with mobile application and data analysis for diet people;"Chen, Han-Ping; Chen, Wei-Hsin; Su, Xing-Yu; Lai, Feipei; Chen, Yi-Ju; Huang, Kuo-Chin";2013 IEEE 15th International Conference on e-Health Networking, Applications and Services (Healthcom 2013);No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiment of mobile web entity during runtime.;;
2011;Modification of Mobile Web Shopping Protocol Using GAA and Analysis by Colored Petri Nets;"Shaikhan, M; Sobhani, A; Kalantari, Mohammad Esmail";Science Academy Transactions on Computer and Communication Networks;No;;FALSO;;;;;;;;OriginalStudy;No report of measurement-based experiment.;;
2011;Methodology for Impact Analysis of the Mobile Web in Developing Countries: a Pilot Study in Nairobi, Kenya;"Purwandari, Betty; Hall, Wendy; Wills, Gary";Not provided;No;;FALSO;;;;;;;;OriginalStudy;Does not report runtime measurement-based experiments.;;
2020;Analysis of mobile browser privacy mode from memory forensic;"Park, Jinseong; Seo, Seunghee; Lee, Changhoon";디지털콘텐츠학회논문지 (J. DCS), 디지털콘텐츠학회논문지 (J. DCS);No;;;;VERO;;;;;;OriginalStudy;Text is not in English (its in Korean);;
2020;Portable and Mobile System Connected to a Web Application for the Measurement of Air Quality in the City of Bogotá Associated with Particulate Matter and Meteorological Variables;"Casas, Daniel Santiago Becerra; Bello, Carlos Felipe Reyes; Labrador, Juan Sebastian Rubiano; Montaña, Oscar Arnulfo Fajardo";Workshop on Engineering Applications, Springer;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiment of mobile web entity during runtime.;;
2001;The Use of Information En-route using XML Technology-Mobile Internet Experiment using Road Web Markup Language;"Kajiya, Yasuhiko; Yamagiwa, Yuji; Chikazoe, Kouji";WORLD CONGRESS ON INTELLIGENT TRANSPORT SYSTEMS, 8TH, 2001, SYDNEY, NEW SOUTH WALES, AUSTRALIA;No;;;;;VERO;;;;;OriginalStudy;Full text is not available;;
2015;Comparative analysis of software reusability attributes in web and mobile applications;Dhaya Nor, Beshar;Not provided/Universiti Tun Hussein Onn Malaysia;No;;;;;;;VERO;;;OriginalStudy;It is a MSc thesis.;;
2019;Factors Influencing Purchase Intention on Mobile Shopping Web Site in China and South Korea: An Empirical Study;"Wen, Xuan; Li, Yiran; Yin, Cong";"Strojarski fakultet u Slavonskom Brodu; Fakultet elektrotehnike, računarstva, Tehnički vjesnik";No;;FALSO;;;;;;;;OriginalStudy;Does not report a measurement-based study.;;
2014;The analysis of information architecture in mobile web design;"Chen, Xiaoli; Gu, Xiang; Xu, Jinfeng";Journal of Networks, Citeseer;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiment of mobile web entity during runtime.;;
2018;A Study on Tourism Mobile Web Application based on Big Data Analysis Platform for the South of Thailand;"Subongkod, Mallika; Duangsuwan, Sarun; Jamjareegulgarn, Punyawi";2018 22nd International Computer Science and Engineering Conference (ICSEC), IEEE;No;;FALSO;;;;;;;;OriginalStudy;Not reporting measurement-based experiments on the mobile web.;;
2009;Local Transmission Web Optimization Analysis of Mobile Communication System;"PING, Guo-dong; ZHANG, Guang-qi";Science & Technology Information;No;;;;;VERO;;;;;OriginalStudy;Full text is not available (cnki.com);;
2012;Assessment of web-based education on AIDS among mobile adolescents [J];Xiao-bing, TIAN;Journal of North Sichuan Medical College;No;;;;;VERO;;;;;OriginalStudy;Also not available in full text (cnki.com);;
2014;Classification of unknown mobile web traffic based on correlation coefficient measurement;"Meng, Yan; Liu, Jun; Lei, Zhenming";2014 International Symposium on Wireless Personal Multimedia Communications (WPMC), IEEE;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiment of mobile web entity during runtime.;;
2020;Assessment of Quality of Experience (QoE) of Web and Video Services over a Mobile Network Using a Network Emulator;"Ominike, Akpovi; Joshua, Jonah; Awodele, Oludele; Ogbonna, Achimba";Journal of Computer and Communications, Scientific Research Publishing;No;;FALSO;;;;;;;;OriginalStudy;Does not report runtime measurement results but how people experience changes in performance.;Maybe;
2015;Design and Analysis of Mobile Learning Management System based on Web App;Lee, Shinwon;International Journal of Multimedia and Ubiquitous Engineering;No;;FALSO;;;;;;;;OriginalStudy;Does not report runtime measurements.;;
2018;Development progress monitoring system in Engineering Procurement Construction (EPC) company with Earn Value Analysis (EVA) approach based on web mobile;"Budiman, Rhadityo Shakti; Gunarta, I Ketut";MATEC Web of Conferences, EDP Sciences;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments.;;
2010;Developing security assessment models in web 2 mobile environments;"Lee, Bong Gyou; Seo, Hyunsik; Byun, Giseob; Park, Keon Chul; Park, Soo Kyung; Kim, Taisiya";International Conference on Web Engineering, Springer;No;;FALSO;;;;;;;;OriginalStudy;Also does not report measurement-based experiments.;;
2016;Password pattern and vulnerability analysis for web and mobile applications;"Li, Shancang; Romdhani, Imed; Buchanan, William";ZTE Communications;No;FALSO;;;;;;;;;OriginalStudy;Not specifically focused on the mobile web.;;
2011;Experimental assessment of a visual interface designed for web documents on mobile devices;"Kim, Beomjin; Aeschliman, Benjamin";2011 6th International Conference on Computer Sciences and Convergence Information Technology (ICCIT), IEEE;No;;;;;VERO;;;;;OriginalStudy;Full text cannot be accessed.;;
2016;Behavioural Analysis of Mobile Web Users;"Albatal, Rami; Briggs, Peter; Coyle, Maurice; Gavarini, Sebastian; Tomin, Johannes; Smyth, Barry";Measuring Behavior 2016: 10th International Conference on Methods and Techniques in Behavioral Research, Dublin, Ireland, 25-27 May 2016;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments focussing on runtime metrics.;;
2009;An empirical study on mobile web browsing service adoption in Korea;"Ryoo, Sungyul; Kim, Hyojin; Jeon, Soohyun";2009 Eighth International Conference on Mobile Business, IEEE;No;;FALSO;;;;;;;;OriginalStudy;Again not reporting measurement-based experiments of mobile web run time metrics.;;
2020;The Integration of Web-Based and Mobile-Based Participatory Sensing Interfaces Apply to the Identification and Assessment of Contextual Features in the City;"Shen, Yang Ting; Lu, Pei Wen; Lin, Feng Cheng";International Conference on Human-Computer Interaction, Springer;No;;FALSO;;;;;;;;OriginalStudy;Not about reporting measurement-based experiments based on runtime metrics of mobile web entities.;;
2017;MobiSWAP: Personalized Mobile Assessment Tool Based on Semantic Web and Web Services;"Harchay, Ahlem; Cheniti-Belcadhi, Lilia; Braham, Rafik";2017 IEEE/ACS 14th International Conference on Computer Systems and Applications (AICCSA), IEEE;No;;FALSO;;;;;;;;OriginalStudy;Similarily, not about reporting measurement-based experiments based on runtime metrics of mobile web entities.;;
2017;"A Dilemma on"" Web-based/Mobile Assessment"" by or for Teachers: A Content Analysis.";"Çeker, Eser; Uzunboylu, Hüseyin";Journal of Universal Computer Science;No;;FALSO;;;;;;;;OriginalStudy;Is a secondary study and also not focused on measurement-based experiments.;;
2019;Developing A Mobile Web for Innovative University Assessment System: Thailand Talent Mobility Programme;"Kongsoontornkijkul, Kritika; Pichyangkura, Rath; Vadhanasindhu, Pakpachong; Vanichbuncha, Kanlaya";International Association of Online Engineering. ;No;;FALSO;;;;;;;;OriginalStudy;Not about measurement-based experiments that report run metrics of mobile web entities.;;
2002;Analysis of downlink scheduling for web traffics in 2G and 2.5 G mobile networks;"Andreadis, Alessandro; Benelli, Giuliano; Giambene, Giovanni; Petiti, Francesco";The 13th IEEE International Symposium on Personal, Indoor and Mobile Radio Communications, IEEE;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments.;;
2013;Mobile Metrics: Measuring the Accessibility of Web Contents on Mobile Handsets.;"Johari, Kalpana; Kaur, Arvinder";Software Quality Professional;No;;;;;VERO;;;;;OriginalStudy;Full text is not available, only abstract. Also cannot find DOI.;;
2013;Analysis and visualization of interactions with mobile web applications;"Burzacca, Paolo; Paternò, Fabio";IFIP Conference on Human-Computer Interaction, Springer;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments.;;
2015;Comparative analysis of mobile web applications for the main international news agencies: state of the art and preliminary results;"Freixa, Pere; Ribas, J Ignasi; Codina, Lluís";Active Audiences and Journalism. Analysis Of The Quality And Regulation Of The User Generated Contents;No;;FALSO;;;;;;;;OriginalStudy;Also does not report measurement-based experiments.;;
2017;Testing Goes Mobile–Web 2.0 Formative Assessment Tools;Bury, Beata; Conference proceedings. ICT for language learning;No;;FALSO;;;;;;;;OriginalStudy;Not about reporting measurement-based experiments on run-time properties of mobile web entities.;;
2003;A mobile wireless and web based analysis tool for robot design and dynamic control simulation from task points description;"Sobh, T; Wang, Bei; Patel, Sarosh";J Internet Tech;No;;FALSO;;;;;;;;OriginalStudy;Not about reporting measurement-based experiments on run-time properties of mobile web entities.;;
2013;Cross-channel synergies between web and mobile advertising: A randomized field experiment;"Han, Sang Pil; Ghose, Anindya; Park, Sung Hyuk";working paper, City University of Hong Kong;No;;;;;;;VERO;;;OriginalStudy;Is a long (46 pages) research report/thesis.;;
2012;A Mobile-based Navigation Web Application: Finding the Shortest-time Path based on Factor Analysis;"Peng, Tao; Wang, Xiaowen";;No;;;;;;;VERO;;;OriginalStudy;Is a BSc thesis.;;
2016;Mobile web site ease of use: An analysis of orbis cascade alliance member web sites;Evelhoch, Zebulin;Journal of Web Librarianship, Taylor & Francis;No;;FALSO;;;;;;;;OriginalStudy;Does not focus on reporting measurement-based experiments of runtime properties of mobile web entities.;;
2014;An Empirical Analysis of Consumption Patterns for Mobile Apps and Web: A Multiple Discrete-Continuous Extreme Value Approach;"Han, Sang Pil; Oh, Wonseok";"35th International Conference on Information Systems ""Building a Better World Through Information Systems"", ICIS 2014";No;;;;;VERO;;;;;OriginalStudy;Full text is not available.;;
2017;Semantic analysis of reviews provided by mobile web services using rule based and supervised machine learning techniques;"Fernandes, Roshan; D’Souza, GL Rio";;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments focussing on run-time metrics of mobile web properties.;;
2013;An analysis of the impact of cyber university students' self-efficacy, subjective norms on the behavioral intention to use mobile web service;"Joo, Young-Ju; Seol, Hyun-Nam; Yoo, Na-Yeon";The Journal of Korean association of computer education,The Korean Association of Computer Education;No;;;;VERO;;;;;;OriginalStudy;Text is not in English (written in Korean).;;
2006;Measuring Availability of Mobile Web Services.;"Tan, Kee-Leong; Mustapha, SMFD Syed";SWWS;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments focussing on run-time metrics of mobile web properties.;;
2002;Assessing Legal Challenges on the Mobile Web;"Pitkänen, Olli; Välimäki, Mikko; Kemppinen, Jukka; Mäntylä, Martti";the Proceedings of M-Business;No;;FALSO;;;;;;;;OriginalStudy;Again, does not report measurement-based experiments.;;
2018;Rethinking Resource Management in Mobile Web: Measurement, Deployment, and Runtime;"Liu, Xuanzhe; Ma, Yun; Lin, Felix Xiaozhu";2018 IEEE 38th International Conference on Distributed Computing Systems (ICDCS), IEEE;No;;FALSO;;;;;;;;OriginalStudy;Does not report measurement-based experiments focussing on run-time metrics of mobile web properties.;;
